#id,WR#,Reference,Name,Name 2,Name 3,Right Ascension J2000,Declination J2000,Galactic Longitude (deg),Galactic Latitude (deg),Spectral Type,Spectral Type Reference,Binary Status,Binary Status Reference,u,b_1,v,r,U,B,V,R,I,J,H,K,Cluster,Association,Distance (kpc),Distance Reference,input_position,distance,source_id,designation,ra,dec,l,b_2,ecl_lon,ecl_lat,parallax,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ra_error,dec_error,parallax_error,pmra_error,pmdec_error,a_g_percentile_lower,a_g_percentile_upper,a_g_val,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_gof_al,astrometric_matched_observations,astrometric_n_bad_obs_al,astrometric_n_good_obs_al,astrometric_n_obs_ac,astrometric_n_obs_al,astrometric_params_solved,astrometric_primary_flag,astrometric_pseudo_colour,astrometric_pseudo_colour_error,astrometric_sigma5d_max,astrometric_weight_al,bp_g,bp_rp,dec_parallax_corr,dec_pmdec_corr,dec_pmra_corr,duplicated_source,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,e_bp_min_rp_val,flame_flags,frame_rotator_object_type,g_rp,lum_percentile_lower,lum_percentile_upper,lum_val,matched_observations,mean_varpi_factor_al,parallax_over_error,parallax_pmdec_corr,parallax_pmra_corr,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_n_obs,phot_bp_rp_excess_factor,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_n_obs,phot_proc_mode,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_n_obs,phot_variable_flag,pmra_pmdec_corr,priam_flags,ra_dec_corr,radial_velocity,radial_velocity_error,radius_percentile_lower,radius_percentile_upper,radius_val,random_index,ra_parallax_corr,ra_pmdec_corr,ra_pmra_corr,ref_epoch,rv_nb_transits,rv_template_fe_h,rv_template_logg,rv_template_teff,solution_id,teff_percentile_lower,teff_percentile_upper,teff_val,visibility_periods_used,other_ids,r_est,r_lo,r_hi,abs_Bp,abs_Bp_hi,abs_Bp_lo,abs_G,abs_G_hi,abs_G_lo,abs_Rp,abs_Rp_hi,abs_Rp_lo,abs_J,abs_J_hi,abs_J_lo,abs_H,abs_H_hi,abs_H_lo,abs_K,abs_K_hi,abs_K_lo
53,38a,VII,SMSP 7,,2 MASS J11054896-6113413,11 05 49.00,-61 13 41.00,290.57,-0.92,WN5o,SMS99,,,,17.04,16.21,,16.33,16.27,15.12,,,11.533,11.213,10.705,C1104-610a,,10.0,WG05,"264.3072916666667,-32.53447222222222",0.0014360110279054265,4054936490248426368,Gaia DR2 4054936490248426368,264.30854675842477,-32.53544304943781,355.992523520464,-0.3740127909136344,265.14153310720985,-9.192099269730495,1.4701801590858223,-0.33784716654100916,-1.0080125653797574,19.933966,19.888386,18.251705,0.5481484846123567,0.45236714123763855,0.5205686418296421,1.407315016059078,1.0137020908844456,,,,147.49057,0.0,9.329883202704717e-16,1.948091,14,1,121,0,122,31,false,1.0787071828328298,0.1239233195078891,1.3832052,0.09215061,-0.04557991,1.6366806,-0.10943682,-0.4107762,-0.21971603,false,,,,,0,1.6822605,,,,14,0.20516962,2.824181,0.26958108,0.14875667,153.1795751354912,18.465797808466466,8.295313,10,2.7705903,200.33631906296995,1.0642600478970208,188.24,119,0,401.8702658102627,20.193702143439776,19.900772,12,NOT_AVAILABLE,0.5439342,,0.41321403,,,,,,175387050,-0.012766748,-0.19652604,-0.279002,2015.5,0,,,,1635721458409799680,,,,10,Gaia DR1 4054936490248426368,897.78224184859,491.135335340037,4618.3370859461,10.12253094601645,6.565957858584447,11.432380094449499,10.168110946016451,6.611537858584448,11.4779600944495,8.485849946016451,4.929276858584448,9.7956990944495,1.7671449460164492,-1.789428141415554,3.076994094449498,1.447144946016449,-2.1094281414155542,2.7569940944494977,0.9391449460164498,-2.6174281414155534,2.2489940944494986
56,40,VII,HD 96548,HIP 54283,,11 06 17.21,-65 30 35.20,292.31,-4.83,WN8h,SSM96,,"DS87,GV90,MM94,AB95,MMH98,MMEv98,NG99a",7.79,7.79,7.6,7.51,7.1,7.86,7.69,,,6.622,6.407,6.107,,,,,"265.2472916666667,-31.810472222222224",0.0006073692363652881,4055079770360672512,Gaia DR2 4055079770360672512,265.2472373123415,-31.809866611910863,357.03000140931084,-0.65946203090582,265.9181375773608,-8.437904222030946,,,,20.719519,21.241793,19.28656,8.029301180655304,6.280769520610658,,,,,,,142.62494,5.6051979936106875,9.206721857479225,4.956139,9,2,73,0,75,3,false,,,17.0716,0.015560191,0.522274,1.9552326,,,,false,,,,,0,1.4329586,,,,9,0.37648118,,,,44.03903852826764,21.04861034698584,2.092254,2,2.0476394,97.17148596438858,1.186983242913187,81.86424,74,1,154.9331212061991,18.91798257611829,8.189728,8,NOT_AVAILABLE,,,0.97512126,,,,,,266056934,,,,2015.5,0,,,,1635721458409799680,,,,7,,,,,,,,,,,,,,,,,,,,,,
54,38b,VII,SMSP 8,,SMSP 8,11 06 18.70,-61 14 13.00,290.629,-0.902,WC7,SM91; SMS99,"a, d.e.l.","CM89,SS90,VII",,17.71,16.21,,,,,,,10.395,9.276,8.608,C1104-610b ?,,10.0,WG05,"265.5407083333333,-31.44313888888889",0.0006892787370811666,4055117767933641216,Gaia DR2 4055117767933641216,265.5408993064876,-31.442469143641805,357.47407540271803,-0.6776364125884277,266.15868787215675,-8.062627716516651,0.3849020213114282,-1.3148026400584618,-2.800277493646027,19.162971,21.419258,17.70607,0.411829539512579,0.3178748351115298,0.6363370430072486,1.4637292313416381,1.4667583259217576,,,,143.67792,1.1344263153587337,2.1918344801282528,2.2459602,13,1,113,0,114,31,false,1.207814886396501,0.0990813113018803,1.7865237,0.1699072,2.2562866,3.7131882,-0.2081992,-0.1445376,-0.104727626,false,,,,,0,1.4569016,,,,13,0.22378668,0.60487133,0.75426376,0.52648866,37.39828951436021,11.341554027100878,3.2974572,6,1.7217501,407.5279506678506,1.9245135801054825,211.75633,113,1,664.2629940065378,12.240181193288807,54.26905,11,NOT_AVAILABLE,0.86611634,,0.22327934,,,,,,1349392111,0.2849513,0.31813544,0.34256214,2015.5,0,,,,1635721458409799680,,,,9,,4340.22455447623,1892.92073412572,8570.5382004167,8.231697001922408,6.754217525079445,10.033595858476206,5.975410001922407,4.497930525079445,7.777308858476205,4.518509001922409,3.0410295250794466,6.320407858476207,-2.792560998077592,-4.270040474920554,-0.990662141523794,-3.911560998077592,-5.389040474920554,-2.1096621415237937,-4.579560998077591,-6.057040474920553,-2.777662141523793
55,39,VII,MS 9,,MS 9,11 06 18.70,-61 14 18.30,290.629,-0.903,WC7+OB?,SS90,d.e.l.,"CM89,SS90,VII",16.11,15.76,14.5,13.58,,,,,,nan,nan,nan,C1104-610b ?,,10.0,WG05,"263.38841666666667,-31.395444444444443",0.0009723904461577866,4055294793621360768,Gaia DR2 4055294793621360768,263.38939314462533,-31.39494365116859,356.53090828732496,0.8983518694008561,264.3038107714878,-8.086282402869248,,,,20.563152,21.125603,18.692514,2.9245351731652396,2.146673742044121,,,,,,,202.86934,5.491950731823358,6.865425107288558,5.749732,12,1,104,0,105,3,false,,,6.541064,0.015361712,0.5624504,2.4330883,,,,false,,,,,0,1.8706379,,,,12,0.19985712,,,,49.01331087869501,26.46216992973297,1.852203,4,2.8227785,112.22396769341495,1.2979485880772421,86.46257,103,0,267.77007892869926,12.863057035081082,20.816986,11,NOT_AVAILABLE,,,0.82608896,,,,,,1194589557,,,,2015.5,0,,,,1635721458409799680,,,,8,,,,,,,,,,,,,,,,,,,,,,
57,41,VII,Ls 7,,Ls 7,11 07 54.05,-61 27 41.00,290.89,-1.03,WC5+OB?,SS90,d.e.l.,"CM89,SS90,VII",,15.6,14.8,14.36,,,,,,nan,nan,nan,,,,,"264.1008333333333,-31.091944444444444",0.0008852476931468695,4055373030724310272,Gaia DR2 4055373030724310272,264.0998337153512,-31.092170071820558,357.1142251544613,0.5513545269585429,264.9031031206539,-7.757220257314491,-0.4103490948555243,-1.778565188306828,-2.6385315006921255,18.693136,20.334799,17.34464,0.3890254711514452,0.28212967059434374,0.3927517579460395,0.6147141663329387,0.47078244530208635,,,,196.78624,0.9413145723561374,2.3184336195790864,4.267354,14,0,124,0,124,31,false,1.198841534942539,0.06633618935580529,0.59912133,0.26691294,1.6416626,2.990158,-0.055102326,-0.6149578,-0.30992603,false,,,,,0,1.3484955,,,,14,0.069681935,-1.0448053,0.11366806,-0.15533903,101.53972072249694,17.9184763072405,5.666761,11,1.6367319,628.1910618259727,2.0814249478017186,301.80817,124,0,926.6406189212403,19.55079523268742,47.39657,13,NOT_AVAILABLE,0.18585432,,0.29358956,,,,,,106969840,-0.47045907,-0.3477278,-0.29388365,2015.5,0,,,,1635721458409799680,,,,8,Gaia DR1 4055373030724310272,5895.0843339779,3273.38489565442,10136.3818792642,6.482348887942631,5.305384180770538,7.759813629385839,4.84068588794263,3.663721180770537,6.118150629385838,3.4921898879426294,2.315225180770536,4.769654629385837,nan,nan,nan,nan,nan,nan,nan,nan,nan
58,42,VII,,HIP 54574,HD 97152,11 10 04.09,-60 58 45.00,290.95,-0.49,WC7+O7V,HH88,SB2,"DM81,SD87,SM89,LM96,NG99a",,8.31,8.25,,7.44,8.18,8.05,,,7.589,7.519,7.084,,Car OB1 ?,,,"266.28791666666666,-30.162222222222223",0.0008449042478105677,4056831464190059264,Gaia DR2 4056831464190059264,266.28792894440176,-30.16306705978179,358.89998187439977,-0.552842429508975,266.76860390373366,-6.765415105621519,1.042332924445884,-1.326509258184241,0.44036044661166795,18.374554,19.342667,17.344213,0.2114108255788004,0.18289131438593656,0.2036844826372145,0.4228568505521253,0.3132413269276079,,,,141.7554,0.0,8.648450765494212e-16,0.44501966,16,0,140,0,140,31,false,1.3912706481128352,0.04106947377661684,0.41117164,0.627608,0.96811295,1.9984531,-0.33528972,-0.47008756,-0.412367,false,,,,,0,1.0303402,,,,16,0.14023702,5.11739,0.036993273,0.025097976,253.2145579638429,8.70295844969758,29.095228,15,1.4010013,842.4121765197624,1.7541043473661515,480.25204,139,0,927.0059901203745,14.948914936279095,62.01159,15,NOT_AVAILABLE,0.21795662,,0.45697954,,,,,,44785993,-0.06031395,-0.4452374,-0.357084,2015.5,0,,,,1635721458409799680,,,,10,Gaia DR1 4056831464180527744,993.734030151859,796.921185307416,1318.57267659402,9.356316188143548,8.74214663965273,9.835590138807532,8.38820318814355,7.774033639652732,8.867477138807534,7.3578621881435495,6.743692639652732,7.837136138807534,-2.39735081185645,-3.0115203603472676,-1.918076861192466,-2.46735081185645,-3.081520360347268,-1.9880768611924662,-2.9023508118564507,-3.5165203603472683,-2.4230768611924667
59,42a,VII,SMSP 9,,SMSP 9,11 12 15.90,-61 05 04.00,291.23,-0.49,WN5b,SMS99,,,,19.07,17.61,,,,,16.2,,12.083,11.312,10.814,,,,,"266.0287083333333,-29.979666666666667",0.0016230935781031668,4056849984086775552,Gaia DR2 4056849984086775552,266.02853159245313,-29.98128252419197,358.93759378039465,-0.2664463536328588,266.5377597776926,-6.5897197105155385,,,,20.727736,,,2.267898581665809,1.9933619547717605,,,,,,,151.13661,5.667411215833807,6.038220419108939,5.2473516,9,0,75,0,75,3,false,,,4.5278053,0.015386084,,,,,,false,,,,,0,,,,,9,0.15405703,,,,,,,0,,96.43888078200241,1.4972327123501072,64.411415,77,2,,,,0,NOT_AVAILABLE,,,0.5018976,,,,,,856972642,,,,2015.5,0,,,,1635721458409799680,,,,8,,,,,,,,,,,,,,,,,,,,,,
60,42b,VII,SMSP 10,,SMSP 10,11 13 03.80,-62 14 18.00,291.75,-1.52,WN4b,SMS99,,,,19.39,16.96,,,,,14.6,,11.349,10.521,9.9,,,,,"265.30629166666665,-29.938583333333334",0.001638498503221882,4056958797076119680,Gaia DR2 4056958797076119680,265.30494027392206,-29.937437353187928,358.64484974852957,0.289640380514508,265.9056559916982,-6.564861074906199,0.6167444825749285,-2.7199436577286633,-2.373341872857615,17.556961,18.560205,16.574055,0.1738415841053018,0.1542689479582419,0.19080772196811768,0.3013040623418305,0.2238196422802591,,,,151.21489,0.2618339065576775,0.8054054467449778,0.99031234,16,1,140,0,141,31,false,1.3605638041442532,0.035036518659760554,0.32857335,1.4003752,1.0032444,1.9861507,-0.42335072,-0.69575334,-0.3518066,false,,,,,0,0.98290634,,,,16,0.17213298,3.2322826,0.24312639,-0.41927332,520.5629060735479,12.157904500696592,42.81683,12,1.3443917,1788.79908660314,2.275511426248883,786.1086,140,0,1884.2838364120103,15.481207635666097,121.714264,13,NOT_AVAILABLE,0.41576016,,0.52408385,,,,,,553127044,0.080626994,-0.60354424,-0.5755176,2015.5,0,,,,1635721458409799680,,,,9,Gaia DR1 4056958797076119680,1767.83848164574,1175.62608099915,3432.39217785529,7.322992083872501,5.882220482106366,8.208858938837672,6.319748083872502,4.878976482106367,7.205614938837673,5.336842083872503,3.896070482106367,6.222708938837673,0.11178708387250147,-1.328984517893634,0.9976539388376722,-0.7162129161274979,-2.1569845178936333,0.16965393883767277,-1.3372129161274984,-2.7779845178936338,-0.45134606116232767
61,42c,VII,SMSP 11,,SMSP 11,11 14 01.60,-61 03 47.00,291.42,-0.39,WN5o,SMS99,,,,17.92,16.56,,,,,14.9,,11.149,10.468,9.899,,,,,"265.30375,-29.45861111111111",0.0005805839666775491,4057115894093300480,Gaia DR2 4057115894093300480,265.3037998632986,-29.459190069449768,359.05015915631475,0.5435196480112884,265.8888952412358,-6.08690298561172,0.7002086030303809,-3.6914356762483207,-5.8348503348116365,19.042896,20.372763,17.88601,0.31910779853563764,0.26686369094534135,0.35320513709445106,0.8533301570310547,0.7452215571943618,,,,138.2893,0.3829703973386547,0.26877311979899526,1.4862363,14,1,120,0,121,31,false,1.2755466874896757,0.07941488588945161,0.91233224,0.24204874,1.3298664,2.4867535,-0.23636417,-0.20044635,0.045253407,false,,,,,0,1.156887,,,,14,0.18870278,1.9824418,0.4044092,0.09814424,98.05050226982254,11.06833978204131,8.858645,12,1.451857,455.1849640944848,1.9470788123109444,233.7784,120,0,562.812946705043,13.905135781066788,40.475185,13,NOT_AVAILABLE,0.66500086,,0.28837022,,,,,,1447710788,-0.13822652,0.09855904,0.07404376,2015.5,0,,,,1635721458409799680,,,,9,Gaia DR1 4057115894093300480,2288.7823438335,1110.61125847746,6507.1659090785,8.574740527161422,6.3058036009713145,10.144952641577063,7.244873527161422,4.975936600971314,8.815085641577063,6.087987527161422,3.8190506009713143,7.658199641577063,-0.6490224728385776,-2.9179593990286854,0.9211896415770635,-1.3300224728385768,-3.5989593990286846,0.24018964157706435,-1.8990224728385776,-4.167959399028685,-0.3288103584229365
62,42d,VII,SMSP 12,,SMSP 12,11 14 38.80,-61 11 16.00,291.54,-0.48,WN5b,SMS99,,,,16.61,15.28,,,,,13.2,,10.2,9.518,8.909,,,,,"266.5755,-28.973194444444445",0.001001759149657337,4057475876779551744,Gaia DR2 4057475876779551744,266.57452433312835,-28.972670082653988,0.04603405581372617,-0.1456617702235634,266.9894287957419,-5.569180032085387,0.8062671347300944,0.18805861214974584,-2.2858243646229934,18.889475,20.926989,17.482626,0.33486723012022523,0.28762436924176427,0.31059562922427714,0.6012889348001543,0.4518871471999453,,,,225.36462,0.8559970451408007,2.336223510490994,3.547308,18,0,160,0,160,31,false,1.2148685048341845,0.062390823965860556,0.6360023,0.2669242,2.0375137,3.4443626,-0.38367987,-0.55920655,-0.44032022,false,,,,,0,1.4068489,,,,18,0.16993316,2.595874,0.15024543,-0.15723124,58.85181934521694,9.509685459552175,6.188619,14,1.6687989,524.2714904647332,1.5951748968208193,328.66083,157,0,816.0519054299631,9.67552103162214,84.34191,17,NOT_AVAILABLE,0.41877326,,0.57652,,,,,,717140252,-0.13909328,-0.5556492,-0.46130186,2015.5,0,,,,1635721458409799680,,,,10,Gaia DR1 4057475876779551744,1578.46493663918,888.068223840695,5005.79175227813,9.935814304504216,7.429625107955479,11.184757346222877,7.898300304504218,5.392111107955481,9.14724334622288,6.491451304504217,3.9852621079554797,7.740394346222878,-0.7911746954957835,-3.2973638920445207,0.45776834622287765,-1.473174695495782,-3.9793638920445193,-0.22423165377712095,-2.082174695495782,-4.588363892044519,-0.8332316537771209
640,42-1,RL12,WR42e,SB04 #954,RFS5,11 14 45.50,-61 15 00.1,291.57,-0.53,O3If*/WN6,RFS16,,,,,,,16.31,16.05,14.53,,12.05,10.18,9.47,9.04,NGC 3603,,,,"266.41375,-28.991477777777778",0.001719839339999171,4057482027171043200,Gaia DR2 4057482027171043200,266.4132900506094,-28.989805656905286,359.95800359158017,-0.03413702128474404,266.8481762809464,-5.589757833169107,0.32544760332855593,-1.2126372356875534,-1.2402729412682016,18.84853,19.729597,17.828959,0.34320640480602804,0.2949157522803523,0.3056716604677191,0.6121491760562748,0.45103794500729144,,,,134.58995,0.0,0.0,0.4466658,15,0,133,0,133,31,false,1.2896039231134369,0.0691343375723056,0.6593593,0.34634516,0.8810673,1.9006386,-0.29054388,-0.51554793,-0.5828856,false,,,,,0,1.0195713,,,,15,0.16817658,1.0646967,0.07106965,-0.22253038,177.30318767209357,10.057493069086197,17.628965,13,1.4152302,544.420598348356,1.8731974629336747,290.63705,133,0,593.1772283794759,10.631193315784278,55.79592,14,NOT_AVAILABLE,0.44961572,,0.5251602,,,,,,1155084916,-0.0010108905,-0.67821455,-0.4514564,2015.5,0,,,,1635721458409799680,,,,10,Gaia DR1 4057482027171043200,4020.08939574167,1983.23277092723,8188.54008505029,6.708418446461181,5.1635646032390845,8.242728549506753,5.827351446461183,4.2824976032390865,7.3616615495067546,4.807780446461184,3.2629266032390873,6.342090549506755,-2.8411785535388177,-4.386032396760914,-1.306868450493246,-3.5511785535388167,-5.096032396760913,-2.016868450493245,-3.981178553538818,-5.526032396760915,-2.4468684504932465
63,43A,VII,,,HD 97950-A1,11 15 07.47,-61 15 38.16,291.62,-0.52,WN6ha+WN6ha,CD98,SB2,SCC08,,,,,,,11.18,,,7.98,7.79,7.21,NGC 3603,,7.6,MMM08,"266.41408333333334,-28.990713888888887",0.0011429624750421863,4057482027171043200,Gaia DR2 4057482027171043200,266.4132900506094,-28.989805656905286,359.95800359158017,-0.03413702128474404,266.8481762809464,-5.589757833169107,0.32544760332855593,-1.2126372356875534,-1.2402729412682016,18.84853,19.729597,17.828959,0.34320640480602804,0.2949157522803523,0.3056716604677191,0.6121491760562748,0.45103794500729144,,,,134.58995,0.0,0.0,0.4466658,15,0,133,0,133,31,false,1.2896039231134369,0.0691343375723056,0.6593593,0.34634516,0.8810673,1.9006386,-0.29054388,-0.51554793,-0.5828856,false,,,,,0,1.0195713,,,,15,0.16817658,1.0646967,0.07106965,-0.22253038,177.30318767209357,10.057493069086197,17.628965,13,1.4152302,544.420598348356,1.8731974629336747,290.63705,133,0,593.1772283794759,10.631193315784278,55.79592,14,NOT_AVAILABLE,0.44961572,,0.5251602,,,,,,1155084916,-0.0010108905,-0.67821455,-0.4514564,2015.5,0,,,,1635721458409799680,,,,10,Gaia DR1 4057482027171043200,4020.08939574167,1983.23277092723,8188.54008505029,6.708418446461181,5.1635646032390845,8.242728549506753,5.827351446461183,4.2824976032390865,7.3616615495067546,4.807780446461184,3.2629266032390873,6.342090549506755,-5.041178553538817,-6.586032396760913,-3.5068684504932452,-5.231178553538817,-6.776032396760914,-3.6968684504932456,-5.811178553538817,-7.356032396760914,-4.276868450493246
64,43B,VII,,,HD 97950-B,11 15 07.58,-61 15 38.32,291.62,-0.52,WN6ha,CD98,,"SCM02, SCC08",,,,,,12.34,11.33,,,7.78,7.7,7.08,NGC 3603,,7.6,MMM08,"266.41474999999997,-28.990275",0.0013605410775064525,4057482027171043200,Gaia DR2 4057482027171043200,266.4132900506094,-28.989805656905286,359.95800359158017,-0.03413702128474404,266.8481762809464,-5.589757833169107,0.32544760332855593,-1.2126372356875534,-1.2402729412682016,18.84853,19.729597,17.828959,0.34320640480602804,0.2949157522803523,0.3056716604677191,0.6121491760562748,0.45103794500729144,,,,134.58995,0.0,0.0,0.4466658,15,0,133,0,133,31,false,1.2896039231134369,0.0691343375723056,0.6593593,0.34634516,0.8810673,1.9006386,-0.29054388,-0.51554793,-0.5828856,false,,,,,0,1.0195713,,,,15,0.16817658,1.0646967,0.07106965,-0.22253038,177.30318767209357,10.057493069086197,17.628965,13,1.4152302,544.420598348356,1.8731974629336747,290.63705,133,0,593.1772283794759,10.631193315784278,55.79592,14,NOT_AVAILABLE,0.44961572,,0.5251602,,,,,,1155084916,-0.0010108905,-0.67821455,-0.4514564,2015.5,0,,,,1635721458409799680,,,,10,Gaia DR1 4057482027171043200,4020.08939574167,1983.23277092723,8188.54008505029,6.708418446461181,5.1635646032390845,8.242728549506753,5.827351446461183,4.2824976032390865,7.3616615495067546,4.807780446461184,3.2629266032390873,6.342090549506755,-5.241178553538817,-6.7860323967609135,-3.7068684504932454,-5.321178553538817,-6.866032396760914,-3.7868684504932455,-5.941178553538817,-7.486032396760914,-4.406868450493246
660,43-2,RL13,MTT 58,RFS2,,11 15 07.60,-61 16 54.8,291.626,-0.542,O2If*/WN5,RFS16,,,,,,,,16.14,14.76,,,10.47,9.68,9.24,NGC 3603?,,7.6,MMM08,"266.41770833333334,-28.992480555555556",0.0018635761389493154,4057482031465462016,Gaia DR2 4057482031465462016,266.41623851180526,-28.99113146174007,359.95821547198835,-0.03702911558951346,266.85080011088456,-5.591018766172778,4.018176820200349,-2.2852831537406666,-54.39807102224706,19.040146,20.127695,17.624657,0.7699161400765335,0.6556134270953835,0.6561185948449361,1.4053523434599198,1.0820096466999503,,,,502.9887,3.117755513146465,23.55339134743292,14.31772,14,0,124,0,124,31,false,1.2573994537310296,0.1346470961719153,1.5338567,0.07154653,1.0875492,2.5030384,-0.18115652,-0.5276301,-0.597359,false,,,,,0,1.4154892,,,,14,0.20342009,6.124162,0.08986594,-0.2885508,122.8789114312337,10.8531016339101,11.322009,11,1.8382503,456.33969817263477,3.7500999267861665,121.68734,124,0,715.9876846571931,13.793438521631138,51.907845,13,NOT_AVAILABLE,0.51770675,,0.56345576,,,,,,1426246803,-0.072582245,-0.68149626,-0.43100628,2015.5,0,,,,1635721458409799680,,,,10,Gaia DR1 4057482031465462016,260.743043823172,217.263272541383,326.032322192354,13.04663134489084,12.561391713556901,13.442763415813888,11.959082344890842,11.473842713556902,12.355214415813888,10.54359334489084,10.058353713556901,10.939725415813887,3.3889363448908423,2.9036967135569016,3.785068415813889,2.5989363448908414,2.1136967135569007,2.995068415813888,2.158936344890842,1.6736967135569012,2.5550684158138885
65,43C,VII,,,HD 97950-C,11 15 07.76,-61 15 37.75,291.62,-0.52,O3If*/WN6,CW11,,"SCM02, SCC08",,,,,,12.94,11.89,,,8.49,8.13,7.81,NGC 3603,,7.6,MMM08,"266.41775,-28.99186388888889",0.0015114103191087237,4057482031465462016,Gaia DR2 4057482031465462016,266.41623851180526,-28.99113146174007,359.95821547198835,-0.03702911558951346,266.85080011088456,-5.591018766172778,4.018176820200349,-2.2852831537406666,-54.39807102224706,19.040146,20.127695,17.624657,0.7699161400765335,0.6556134270953835,0.6561185948449361,1.4053523434599198,1.0820096466999503,,,,502.9887,3.117755513146465,23.55339134743292,14.31772,14,0,124,0,124,31,false,1.2573994537310296,0.1346470961719153,1.5338567,0.07154653,1.0875492,2.5030384,-0.18115652,-0.5276301,-0.597359,false,,,,,0,1.4154892,,,,14,0.20342009,6.124162,0.08986594,-0.2885508,122.8789114312337,10.8531016339101,11.322009,11,1.8382503,456.33969817263477,3.7500999267861665,121.68734,124,0,715.9876846571931,13.793438521631138,51.907845,13,NOT_AVAILABLE,0.51770675,,0.56345576,,,,,,1426246803,-0.072582245,-0.68149626,-0.43100628,2015.5,0,,,,1635721458409799680,,,,10,Gaia DR1 4057482031465462016,260.743043823172,217.263272541383,326.032322192354,13.04663134489084,12.561391713556901,13.442763415813888,11.959082344890842,11.473842713556902,12.355214415813888,10.54359334489084,10.058353713556901,10.939725415813887,1.4089363448908419,0.9236967135569012,1.8050684158138885,1.0489363448908424,0.5636967135569018,1.4450684158138891,0.7289363448908412,0.2436967135569006,1.125068415813888
729,43-3,RFS16,RFS7,,,11 15 15.36,-60 51 17.6,291.49,-0.139,O2.5If*/WN6,RFS16,,,,,,,,14.17,12.89,,,9.85,9.39,9.12,,,,,"266.4181666666667,-28.989963888888887",0.002051267648284329,4057482031465462016,Gaia DR2 4057482031465462016,266.41623851180526,-28.99113146174007,359.95821547198835,-0.03702911558951346,266.85080011088456,-5.591018766172778,4.018176820200349,-2.2852831537406666,-54.39807102224706,19.040146,20.127695,17.624657,0.7699161400765335,0.6556134270953835,0.6561185948449361,1.4053523434599198,1.0820096466999503,,,,502.9887,3.117755513146465,23.55339134743292,14.31772,14,0,124,0,124,31,false,1.2573994537310296,0.1346470961719153,1.5338567,0.07154653,1.0875492,2.5030384,-0.18115652,-0.5276301,-0.597359,false,,,,,0,1.4154892,,,,14,0.20342009,6.124162,0.08986594,-0.2885508,122.8789114312337,10.8531016339101,11.322009,11,1.8382503,456.33969817263477,3.7500999267861665,121.68734,124,0,715.9876846571931,13.793438521631138,51.907845,13,NOT_AVAILABLE,0.51770675,,0.56345576,,,,,,1426246803,-0.072582245,-0.68149626,-0.43100628,2015.5,0,,,,1635721458409799680,,,,10,Gaia DR1 4057482031465462016,260.743043823172,217.263272541383,326.032322192354,13.04663134489084,12.561391713556901,13.442763415813888,11.959082344890842,11.473842713556902,12.355214415813888,10.54359334489084,10.058353713556901,10.939725415813887,2.7689363448908413,2.2836967135569006,3.165068415813888,2.308936344890842,1.8236967135569015,2.705068415813889,2.038936344890841,1.5536967135569002,2.4350684158138876
