input_position,distance,source_id,designation,ra,dec,l,b,ecl_lon,ecl_lat,parallax,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ra_error,dec_error,parallax_error,pmra_error,pmdec_error,a_g_percentile_lower,a_g_percentile_upper,a_g_val,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_gof_al,astrometric_matched_observations,astrometric_n_bad_obs_al,astrometric_n_good_obs_al,astrometric_n_obs_ac,astrometric_n_obs_al,astrometric_params_solved,astrometric_primary_flag,astrometric_pseudo_colour,astrometric_pseudo_colour_error,astrometric_sigma5d_max,astrometric_weight_al,bp_g,bp_rp,dec_parallax_corr,dec_pmdec_corr,dec_pmra_corr,duplicated_source,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,e_bp_min_rp_val,flame_flags,frame_rotator_object_type,g_rp,lum_percentile_lower,lum_percentile_upper,lum_val,matched_observations,mean_varpi_factor_al,parallax_over_error,parallax_pmdec_corr,parallax_pmra_corr,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_n_obs,phot_bp_rp_excess_factor,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_n_obs,phot_proc_mode,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_n_obs,phot_variable_flag,pmra_pmdec_corr,priam_flags,ra_dec_corr,radial_velocity,radial_velocity_error,radius_percentile_lower,radius_percentile_upper,radius_val,random_index,ra_parallax_corr,ra_pmdec_corr,ra_pmra_corr,ref_epoch,rv_nb_transits,rv_template_fe_h,rv_template_logg,rv_template_teff,solution_id,teff_percentile_lower,teff_percentile_upper,teff_val,visibility_periods_used,other_ids
"202.72191666666666,-61.91894444444444",4.495100382662692E-4,5868389261664999424,Gaia DR2 5868389261664999424,202.721572830514,-61.91936380587728,307.55652474221023,0.5976589744571252,230.01776698398803,-47.490038415446584,0.5549746390744448,-8.537047384361951,-1.434657228014386,20.191303,,,0.5042095177088659,0.39859312752926734,0.6786921871373766,1.3524188585167287,1.00831331377505,,,,269.2735,0.9704485519129914,0.5443511411659941,2.0864975,27,5,228,0,233,31,false,1.5736917812241824,0.1329107595649058,1.3601893,0.052301772,,,0.015850762,-0.2203629,0.07137037,false,,,,,0,,,,,35,0.057993554,0.81771183,-0.32141486,-0.41816393,,,,0,,158.06123064464444,0.8725961213739281,181.13905,266,2,,,,0,NOT_AVAILABLE,0.6088953,,0.030719033,,,,,,434611415,-0.117785044,0.10871862,-0.16375862,2015.5,0,,,,1635721458409799680,,,,12,
"203.18245833333333,-64.97558333333333",1.8790782142316445E-4,5864011865360378240,Gaia DR2 5864011865360378240,203.18282935830328,-64.97548000156432,307.28333667614,-2.4531826767561857,232.8499298276309,-49.91731390632668,,,,20.543102,,,2.0004232268170012,3.8601826118924327,,,,,,,87.267334,4.197914075379258,2.101903577651745,1.9911829,8,1,68,0,69,3,false,,,10.46666,0.015749509,,,,,,false,,,,,0,,,,,16,0.048593078,,,,,,,0,,114.31549021959515,1.8949216094899475,60.327293,76,2,,,,0,NOT_AVAILABLE,,,0.39089003,,,,,,536622998,,,,2015.5,0,,,,1635721458409799680,,,,7,
"203.37554166666666,-61.683",2.421908335827183E-4,5868399810109854720,Gaia DR2 5868399810109854720,203.37512371578782,-61.68286089114956,307.8987569134234,0.782586692964357,230.212876173726,-47.12424922982351,0.3211740982036555,-8.108842443693431,-3.6119037819584534,20.86882,20.309128,19.626892,1.1195510564004414,1.292863098398687,2.4266599808645717,3.5261925704875408,2.633927279995996,,,,123.73076,0.0,0.0,-1.5167433,19,1,154,0,155,31,false,1.246238910126375,0.26642173599276886,3.5963216,0.016763713,-0.5596924,0.6822357,-0.42404675,-0.23729996,0.46687362,false,,,,,0,1.2419281,,,,24,0.030958472,0.13235232,-0.19731742,-0.616737,103.96910090964049,26.04998155923953,3.9911392,3,2.5648699,84.68735191391144,1.004260342345095,84.32809,194,1,113.24294288510326,31.219918743281852,3.6272657,5,NOT_AVAILABLE,0.5092511,,-0.268224,,,,,,480845522,0.06841522,0.29876566,-0.24864528,2015.5,0,,,,1635721458409799680,,,,9,Gaia DR1 5868399810109854720
"203.43904166666667,-63.874583333333334",8.828021183005416E-4,5864961809099753472,Gaia DR2 5864961809099753472,203.43711609009753,-63.87433758378876,307.56969218337844,-1.3842324756259201,232.03838893255602,-48.94467454661469,,,,21.345287,,,4.903996970997405,4.004611591190894,,,,,,,21.576097,0.0,0.0,-1.122883,5,0,35,0,35,3,false,,,94.54801,0.0055443705,,,,,,false,,,,,0,,,,,5,0.066097535,,,,,,,0,,54.60482118520099,2.5394407001491555,21.502695,39,1,,,,0,NOT_AVAILABLE,,,0.37447867,,,,,,1258602222,,,,2015.5,0,,,,1635721458409799680,,,,5,
"205.30945833333334,-59.10208333333333",0.001324490780425933,5870058079808245632,Gaia DR2 5870058079808245632,205.30690702605122,-59.102277925436304,309.2962952659246,3.1528438029842145,229.4573553455841,-44.42403219070814,0.4893272138764202,-9.744958850481854,-0.861310130958761,20.438538,20.792227,19.24247,0.4372109220269893,0.49675344148794925,0.8400745524120691,1.1504970419975662,1.1111094114424283,,,,519.96704,1.8471512926952265,1.778337542578603,3.4632494,49,0,418,0,418,31,false,1.4435212664425399,0.11350214434776557,1.2313797,0.029772948,0.3536892,1.549757,0.16056527,-0.005972874,-0.21325709,false,,,,,0,1.1960678,,,,50,0.013574945,0.5824807,0.0611985,-0.12426886,66.62917926881438,6.907850597849777,9.645429,39,1.8112217,125.87266350111804,0.6428023838745849,195.8186,425,0,161.35412014027239,8.286267291780815,19.472473,43,NOT_AVAILABLE,0.5341417,,0.22390164,,,,,,1570463358,-0.19723836,-0.06997737,0.28473443,2015.5,0,,,,1635721458409799680,,,,14,Gaia DR1 5870058079808245632
"205.458375,-61.6595",0.0010757338110141523,5865772149123442176,Gaia DR2 5865772149123442176,205.45882710034027,-61.658445893123776,308.87609366928103,0.6302906532479627,231.42037643230398,-46.57987677314408,1.2956219574401484,-6.984140942167424,-0.3921600383918183,20.373087,20.241753,18.548754,0.5419385879322388,0.5683717115826318,0.8436524025551859,1.040611652607792,1.2708939011862468,,,,448.4895,3.0256584508839643,4.571268385373522,4.5829706,38,1,324,0,325,31,false,0.9777135358654855,0.15185850952578459,1.2410425,0.026273197,-0.1313343,1.6929989,-0.15827878,-0.2660525,0.04702099,false,,,,,0,1.8243332,,,,44,0.008161002,1.5357296,-0.020468013,-0.123536944,110.62515631362758,37.558366805724326,2.9454198,11,3.1138623,133.69398416239883,0.6661726508427501,200.6897,371,0,305.6794929327934,18.8769899098733,16.193233,14,NOT_AVAILABLE,0.42442194,,0.0688088,,,,,,823107592,0.15115812,-0.005325829,-0.45817178,2015.5,0,,,,1635721458409799680,,,,15,
"205.81820833333333,-66.59863888888889",5.511182342584592E-4,5851518389653531264,Gaia DR2 5851518389653531264,205.8179969064152,-66.59809420568251,308.05585101482154,-4.243389308936495,235.68146872808705,-50.642588181624326,0.16081687836747152,-6.843668764472804,-0.45550454004756125,19.142324,19.520588,18.489262,0.2054918766157328,0.19679639149553274,0.2914552634091031,0.45192046837022243,0.41546025617382987,,,,281.9087,0.0,0.0,0.9209233,30,1,266,0,267,31,false,1.4827904564926397,0.05686122571804965,0.45813248,0.21680059,0.37826347,1.0313263,-0.076246105,-0.20116192,0.10362416,false,,,,,0,0.6530628,,,,32,-0.008405937,0.55177206,0.046079684,-0.23122072,214.94136732168118,9.424021333871663,22.80782,29,1.2948954,415.3523724278364,1.1271600959995651,368.49457,283,0,322.8964938332297,11.467484297263844,28.15757,30,NOT_AVAILABLE,0.42643473,,0.15604655,,,,,,1325942323,0.12460987,0.09872396,-0.1903559,2015.5,0,,,,1635721458409799680,,,,18,Gaia DR1 5851518385311538944
"206.02895833333335,-61.24941666666667",9.386741674700877E-4,5865881619255884672,Gaia DR2 5865881619255884672,206.02979821397824,-61.250263964266516,309.2245575279936,0.9761942054390358,231.45137606071742,-46.08937295488872,0.3486039674125342,-4.590433535852951,-1.069145301635475,16.822453,19.548191,15.30955,0.06422815781692541,0.06601979560665222,0.09876640924139464,0.10685899749176424,0.12705080018737533,,,,1030.1259,0.5448230729420808,14.491810577877775,14.695147,51,1,442,0,443,31,false,1.1504251068402098,0.017134609982233106,0.1388885,1.7027844,2.7257385,4.238641,0.07052836,-0.14761798,-0.16434638,false,,,,,0,1.5129023,,,,55,0.09249903,3.5295804,0.2433056,0.082645014,209.54562630730177,6.720253291468404,31.18121,49,1.7758111,3518.564193881459,2.2536617655607283,1561.2654,469,0,6038.759554409082,17.99537640989966,335.57285,52,NOT_AVAILABLE,0.58899516,100001,0.45965314,,,,,,706972451,-0.0063255555,-0.21544226,-0.53736776,2015.5,0,,,,1635721458409799680,3290.75,3473.0,3374.0,19,
"207.26883333333333,-64.30111111111111",2.671394782608167E-4,5864303334709519744,Gaia DR2 5864303334709519744,207.26867198776165,-64.30136892554822,309.1309746615076,-2.125538833885773,234.51696038139895,-48.39174393056934,0.5008018626829519,-5.3785624990089405,-1.5692779356170363,18.945683,19.81232,17.515566,0.20669307314091276,0.20342343399292745,0.27338119727160004,0.36900630554566116,0.39856230304591855,,,,556.24146,1.208782317166279,5.792424855309805,8.242797,36,0,310,0,310,31,false,1.2424010385169928,0.06083566630830449,0.4025971,0.20299357,0.8666382,2.2967548,0.027268695,-0.33478147,-0.03306672,false,,,,,0,1.4301167,,,,42,-2.952133E-4,1.8318812,0.04297374,0.067280136,164.2958801303237,10.599087629753635,15.500945,37,1.9202911,497.8207667383052,1.2955051049226183,384.2677,353,0,791.6648933733293,14.631022160480596,54.108654,38,NOT_AVAILABLE,0.3267266,,0.1073581,,,,,,503006766,-0.20698106,-0.078094006,-0.5164028,2015.5,0,,,,1635721458409799680,,,,18,Gaia DR1 5864303334709519744
"207.38608333333335,-60.47161111111111",0.0012469030046440214,5867436466129219072,Gaia DR2 5867436466129219072,207.3844531445155,-60.47065757967787,310.03533482586715,1.5973168530186472,231.69767453511298,-45.08284057120069,-0.6585060220825617,-5.857956543467726,-1.0170345331979882,19.598396,20.385542,18.406929,0.21398047575787207,0.30035345151304316,0.5039282028627871,0.3646845521426089,0.6703850096150443,,,,766.1562,1.082122963182055,2.4479355576328907,3.5800347,74,3,636,0,639,31,false,1.3351206177033088,0.054254135155545044,0.6409474,0.100081176,0.7871456,1.9786129,0.26135242,-0.012764316,-0.10776258,false,,,,,0,1.1914673,,,,78,0.0315041,-1.3067458,0.07044997,0.018002613,96.90322364108674,5.577310355068075,17.374544,66,1.631562,272.8902849879616,0.5751392229807724,474.47693,645,0,348.3342035002215,6.607220521594788,52.720234,70,NOT_AVAILABLE,0.71666026,,0.51356715,,,,,,1063166255,0.25230733,-0.2357702,-0.5313796,2015.5,0,,,,1635721458409799680,,,,16,Gaia DR1 5867436466129219072
"208.00983333333335,-61.55388888888889",0.0019000720298454734,5865633851166918912,Gaia DR2 5865633851166918912,208.00636302095145,-61.55295202524155,310.08212352737394,0.4748274207025054,232.8445936489212,-45.86732658575272,-2.668652481403092,-5.077108385120177,-6.369035701996656,20.798439,21.160353,19.605392,1.0408834050585658,1.1926205614128014,1.6369923642037212,1.8980828579869007,2.6176436774389584,,,,170.20552,1.9861787483660973,0.6994832335517386,0.7071585,19,1,163,0,164,31,false,1.4485349165267865,0.2810018532956919,2.617214,0.018910814,0.36191368,1.5549603,0.05438714,-0.42756546,-0.20786142,false,,,,,0,1.1930466,,,,20,-0.111406244,-1.6302168,0.20642042,-0.03427676,47.469429149852445,8.598743691473953,5.5205073,11,1.8036649,90.35886273961246,0.9702374382716239,93.13067,176,0,115.50768637596687,13.483134985245679,8.566827,19,NOT_AVAILABLE,0.5397623,,0.3761286,,,,,,1379569007,0.28338456,-0.1396685,-0.576154,2015.5,0,,,,1635721458409799680,,,,12,Gaia DR1 5865633851166918912
"208.5560416666667,-60.16616666666667",6.148633224115298E-4,5867460754144472320,Gaia DR2 5867460754144472320,208.55710067385252,-60.16584966162008,310.6711619628885,1.7590072929632543,232.19599592890043,-44.53050264784501,0.5154004454201582,-6.5845738000728975,-2.6326842850053613,12.944826,13.767467,12.058957,0.016645415384799887,0.0231155643274498,0.03392421181152996,0.027370238836252253,0.051758327307480936,0.897,1.066,0.9763,2414.5237,0.15254908122724684,13.772618717402894,27.096159,91,17,786,417,803,31,false,1.4395774925195366,0.004452260214707174,0.044292644,32.135326,0.8226404,1.7085094,-0.070031025,-0.041957203,-0.098379605,true,0.4329,0.515,0.476,200111,0,0.885869,25.214523,32.072327,28.643425,95,0.016395519,15.192702,0.14880545,0.186943,43009.905510074204,35.22513964146466,1221.0002,89,1.3069963,125145.65527967426,21.088407109541407,5934.334,710,0,120555.01232842097,44.744995675424825,2694.268,86,NOT_AVAILABLE,0.629486,100001,0.40811792,-33.85495728556356,0.5673397738851308,9.918213,11.108565,10.449735,1396137283,-0.15398678,-0.20701021,-0.5912987,2015.5,6,0.0,3.0,5000.0,1635721458409799680,4006.3933,4240.0,4130.76,19,Gaia DR1 5867460754144472320
"208.95191666666665,-60.836555555555556",3.5609071346858666E-4,5867190381683914496,Gaia DR2 5867190381683914496,208.95173326056323,-60.83621086330292,310.696177603147,1.0615013740765236,232.89832772097074,-45.01894198622622,0.45402856345925097,-11.42554490755286,-1.4292252124208038,14.573397,15.289026,13.749129,0.011822979161537161,0.01546452960392048,0.022764655760616807,0.019729296062632014,0.03348360431550391,,,,627.7882,0.0,0.0,-2.8199468,84,3,736,0,739,31,false,1.4736099720814781,0.0030748408780191102,0.042756274,34.898075,0.7156296,1.539897,-0.0418587,-0.1535641,-0.28775713,false,,,,200111,0,0.8242674,6.1604133,8.017804,7.089109,85,0.04965674,19.94445,0.022047253,0.046681482,10591.189698610919,11.51241432384711,919.9799,79,1.2894598,27924.651138499186,4.1731866814819245,6691.4453,742,0,25416.52553436004,17.071683347787623,1488.8119,78,NOT_AVAILABLE,0.68422055,100001,0.54855686,,,4.4355235,4.8169675,4.5322957,358856915,-0.044364527,-0.3761716,-0.5596756,2015.5,0,,,,1635721458409799680,4291.285,4472.0,4424.0,19,Gaia DR1 5867190377358919168
"210.31454166666668,-61.36113888888889",3.385435479973225E-4,5866436833942800512,Gaia DR2 5866436833942800512,210.3139478307637,-61.360955575308644,311.19770388433443,0.3852870588684571,234.07527042004082,-45.15406846667311,0.45700071776740425,-7.354385395114333,-1.7649647285441186,18.35966,19.385605,17.271088,0.08236690304000117,0.12011790187936898,0.2012376914972499,0.14120817939659405,0.247382086985148,,,,783.69574,0.48728374797566154,2.3906989372627825,4.3641524,73,5,623,0,628,31,false,1.3266402354602755,0.024552971299635185,0.24633388,0.50472915,1.0259457,2.1145172,-0.0053400327,0.10323751,-0.13875516,false,,,,,0,1.0885715,,,,74,0.013972402,2.2709498,0.4381875,0.30696335,243.39599092014473,6.386862841036643,38.10885,60,1.4460384,854.0488591884048,0.9101577148887651,938.3526,630,0,991.5914046185419,7.808141863462785,126.994545,61,NOT_AVAILABLE,0.6013911,,0.442193,,,,,,1075318100,-0.1193209,-0.24541686,-0.4094908,2015.5,0,,,,1635721458409799680,,,,17,Gaia DR1 5866436833942800512
"210.63933333333335,-60.65911111111111",0.0015138495706131735,5867245116723456640,Gaia DR2 5867245116723456640,210.64233997069476,-60.658762968498976,311.54017658871027,1.0186381308900203,233.7934043836095,-44.462393575591115,1.8292662687724786,0.2332867801439542,4.614680353418559,19.985153,20.91544,18.754158,0.3029596109958899,0.34322530976723326,0.47808355577809347,0.4308271665852684,0.7698826472634169,,,,741.2885,1.012610248530584,1.730607151052057,3.0130067,73,4,634,0,638,31,false,1.133516295939228,0.07026858225040827,0.7046051,0.07657437,0.9302864,2.1612816,0.094554156,-0.20597796,-0.066625364,false,,,,,0,1.2309952,,,,74,0.056253184,3.826248,0.16156623,0.04727214,59.48117637765662,8.381903708338935,7.09638,16,1.635033,191.11060006817266,0.5351213632322566,357.13507,645,0,252.99097212322746,12.020941066440122,21.045855,19,NOT_AVAILABLE,0.37015557,,0.19537914,,,,,,1427872928,0.06967932,-0.09104751,-0.79440486,2015.5,0,,,,1635721458409799680,,,,18,Gaia DR1 5867245116723456640
"211.15279166666664,-60.51208333333334",0.0011312360834484683,5867250472542987264,Gaia DR2 5867250472542987264,211.1548079010878,-60.51154048948579,311.82274227522333,1.0907795373841283,234.0044142077236,-44.212906918301584,0.2847795572709079,-5.713815068891913,-1.956226335792533,17.802704,18.576612,16.694527,0.07702551075229969,0.08487434619604962,0.11362460844440651,0.10753854753035076,0.20111541457445573,,,,748.8369,0.17117541440969009,0.6899867609947474,1.6119279,79,3,693,0,696,31,false,1.3495648044527204,0.015839557821405035,0.18277021,1.2500738,0.7739086,1.8820858,0.11248211,-0.12750898,0.044449493,false,,,,,0,1.1081772,,,,79,0.05825288,2.5063193,-0.03859887,0.06342839,512.7549997620088,9.854830898279422,52.030827,77,1.5416594,1426.4769300709766,1.2104597734986846,1178.4587,687,0,1686.386587418339,7.194428794998783,234.40173,70,NOT_AVAILABLE,0.24778436,,0.0753459,,,,,,260781709,-0.02318671,0.008532257,-0.83179706,2015.5,0,,,,1635721458409799680,,,,16,Gaia DR1 5867250472542987264
"211.51504166666666,-59.541805555555555",0.002013208538869366,5867726457996272128,Gaia DR2 5867726457996272128,211.51134538172366,-59.54254203412242,312.26715623001627,1.9701652106963632,233.59112558576666,-43.27400472800911,0.18978067202328705,-6.327358910732309,-2.3393422278578226,18.68423,19.720205,17.504656,0.13532906671270029,0.17005481007365253,0.24315552231313983,0.4669245539033588,0.42505230724307613,,,,443.99023,0.0,0.0,1.9091696,45,0,394,0,394,31,false,1.2988026098269303,0.03246223812300289,0.47789645,0.36975864,1.0359745,2.2155495,0.28195533,0.01429073,0.52511865,false,,,,,0,1.179575,,,,47,0.009851725,0.7804909,0.14988513,0.194004,178.84356019889137,7.45394051018944,23.993156,41,1.5449291,633.3649765147738,1.0158365879141313,623.491,402,0,799.6604759358697,9.102599558161359,87.849686,43,NOT_AVAILABLE,0.41648272,,0.28455588,,,,,,1289122074,0.1366126,0.43705702,0.15512492,2015.5,0,,,,1635721458409799680,,,,12,Gaia DR1 5867726457996272128
"212.26791666666668,-60.73506111111111",2.9777309452250954E-4,5866807751609957888,Gaia DR2 5866807751609957888,212.26811871199973,-60.735342026520236,312.2814839488889,0.7193699751763446,234.82311203232146,-44.15252426437641,1.2422176413913233,-6.220921260859194,-3.5904662715627675,20.65789,21.31938,19.396866,0.6339881053240405,0.7872319711300905,1.06967433495725,0.8744043374102678,2.0680486124231963,,,,526.2914,1.425721335429818,1.0126295589634187,2.7595434,51,0,445,0,445,31,false,1.2819254993254914,0.13327925388040074,1.8804415,0.030583814,0.6614895,1.922514,0.03833844,-0.55863005,-0.096154906,false,,,,,0,1.2610245,,,,52,0.014071354,1.1613045,0.09970472,-0.14714554,41.00187191036799,5.46546714834234,7.5019884,34,1.7595881,102.8465888723474,0.5634752720754169,182.52193,447,0,139.9657687901462,4.781104756529253,29.274776,40,NOT_AVAILABLE,0.20586206,,0.0931623,,,,,,945607425,0.24744667,0.109795935,-0.8023902,2015.5,0,,,,1635721458409799680,,,,13,
"212.54170833333333,-60.742916666666666",5.823831103082997E-4,5866809950633652096,Gaia DR2 5866809950633652096,212.5408239093368,-60.74252636785881,312.40660297970595,0.6728208651496715,234.99191091406308,-44.096511311437496,-0.935078848709159,-7.229110007243923,7.804398866981922,20.894384,21.240356,19.77198,1.3229736299675103,1.4631820725396025,2.986211583910215,1.6597510510161781,4.721468810128166,,,,319.11118,3.922068312887076,3.946966654171414,4.1845202,26,0,225,0,225,31,false,1.8212797891261239,0.23943716716643806,4.218327,0.016762268,0.34597206,1.4683762,0.52067983,-0.3084415,-0.022934893,false,,,,,0,1.1224041,,,,27,0.02412839,-0.31313214,-0.16716133,-0.38578218,44.097369756404326,6.943938892787821,6.3504834,19,1.7309108,82.71663056268946,0.7483850719202944,110.52683,226,0,99.07773358600296,7.307329734189238,13.558679,21,NOT_AVAILABLE,0.21635407,,0.12906191,,,,,,309897717,0.46956515,0.33022287,-0.68400174,2015.5,0,,,,1635721458409799680,,,,7,
"213.06329166666666,-60.287444444444446",0.0010167346711870192,5866849292556823936,Gaia DR2 5866849292556823936,213.0633705948837,-60.28642846269487,312.79017059706445,1.0293060096361324,235.01476520370164,-43.57315572426238,,,,21.320093,,,27.49059964177201,21.557829665852005,,,,,,,47.115932,7.504514466619187,1.4481310509490346,1.386919,5,0,40,0,40,3,false,,,875389.56,0.0036427984,,,,,,false,,,,,0,,,,,5,0.04261363,,,,,,,0,,55.8867789342754,2.46667595039074,22.656717,42,2,,,,0,NOT_AVAILABLE,,,0.6712808,,,,,,131091046,,,,2015.5,0,,,,1635721458409799680,,,,2,
"213.15225,-60.240916666666664",9.654587283247476E-4,5866849838000722176,Gaia DR2 5866849838000722176,213.1541782660581,-60.24104342732851,312.8470128465206,1.0586071310048029,235.04116903320633,-43.51214573821238,-0.5954459918892236,-5.258411174923156,-1.6411429867093577,19.457022,21.306232,17.724327,0.26405770319293964,0.2753437775535853,0.4244835722217715,0.4367980074479703,0.7168943980775894,,,,1157.188,2.192680389514136,9.833058142591195,12.332947,72,4,621,0,625,31,false,1.0820532621490995,0.052825106198939493,0.63497275,0.07083276,1.8492107,3.5819054,0.033521555,-0.20584163,0.060043868,false,,,,,0,1.7326946,,,,73,0.027433962,-1.402754,-0.0015500755,0.16540319,41.50136032408856,6.759378619360091,6.1398187,46,2.2348666,310.8406795120119,0.7867898776989656,395.0746,626,0,653.1861068035823,5.651623156161086,115.57496,69,NOT_AVAILABLE,0.07401362,,0.1405135,,,,,,1419565401,-0.10786875,0.21054631,-0.61371803,2015.5,0,,,,1635721458409799680,,,,16,Gaia DR1 5866849838000722176
"213.26470833333335,-64.55202777777778",9.444874457406459E-4,5852841205185034624,Gaia DR2 5852841205185034624,213.26495074893705,-64.55296650393306,311.56030779434826,-3.0573260901837402,238.02088461583324,-47.28369272092232,-1.1581866528829123,-3.0410778206025513,-0.8559230149942816,19.245886,19.992615,18.184292,0.22873644091602288,0.22188344760403245,0.3149943496811603,0.46816912191220855,0.48063128340738503,,,,506.82272,1.441279009124551,5.569208148927222,5.6285896,39,1,344,0,345,31,false,1.6515125560058532,0.06271910832057381,0.52100325,0.13663882,0.7467289,1.8083229,-0.07414924,0.20005383,0.18377745,false,,,,,0,1.061594,,,,43,0.11305732,-3.676849,0.09644114,-0.14787623,139.1584270182387,7.3714810694540995,18.877947,39,1.5011222,377.5651810571132,0.9957426188367887,379.1795,374,0,427.6130557795004,9.291411059095937,46.022404,39,NOT_AVAILABLE,0.54596716,,0.32375064,,,,,,499342464,-0.13077532,0.07448478,-0.090974115,2015.5,0,,,,1635721458409799680,,,,18,Gaia DR1 5852841205185034624
"214.11404166666668,-60.701055555555556",0.0010353487814444234,5866714048307630464,Gaia DR2 5866714048307630464,214.11452208614193,-60.70004725360733,313.1512490928646,0.4736602305451415,235.91241165081877,-43.70383317602803,0.12358617696226065,-6.314385345879181,-2.912060068932381,18.449812,20.09136,17.147886,0.12107358289438697,0.11919825335863109,0.19595539037720455,0.16333960546903706,0.24796283860828222,,,,1047.8187,0.4977057887583129,2.9849296201188174,5.5924726,92,0,808,0,808,31,false,1.2622879717147493,0.024217706788381935,0.22577746,0.51042944,1.6415482,2.9434738,-0.09176793,-0.20042825,-0.19018202,false,,,,,0,1.3019257,,,,94,0.014760482,0.63068527,0.25092623,0.13694486,127.06058540629216,4.68785617826556,27.104198,80,1.574816,785.9987645600751,0.8210469461743815,957.3128,817,0,1110.7428301175944,4.6462163405992065,239.06395,83,NOT_AVAILABLE,0.061810788,,0.29083806,,,,,,489238860,-0.04491641,0.08073191,-0.86323446,2015.5,0,,,,1635721458409799680,,,,15,Gaia DR1 5866714048307630464
"215.12808333333334,-59.19386111111111",6.373830844607938E-4,5891020578202225408,Gaia DR2 5891020578202225408,215.12782407811812,-59.19448451200778,314.12732059622647,1.7273565748779616,235.61304204188545,-42.130294114516914,1.3883880312850196,-4.252219277938261,2.664360330494612,19.936392,20.89095,18.651371,0.3493908298520685,0.47233814379964273,0.6727995168827704,1.197754574600813,2.2169635207913436,,,,246.69624,0.0,0.0,2.3520293,23,0,202,0,202,31,false,1.3956851049034786,0.10909964383245632,2.0078864,0.07085775,0.9545574,2.2395782,-0.30371782,0.09240315,-0.018646654,false,,,,,0,1.2850208,,,,25,-0.06400759,2.0635984,-0.23465113,-0.21376394,60.838083768094975,10.690116021097555,5.691059,18,1.6956893,199.88921710631857,0.9688582893479549,206.3142,217,0,278.1119282325061,7.61381233939377,36.52729,23,NOT_AVAILABLE,-0.41726154,,-0.14912964,,,,,,1625538127,0.18541819,-0.082999356,-0.23008819,2015.5,0,,,,1635721458409799680,,,,11,Gaia DR1 5891020578202225408
"215.34641666666667,-59.698861111111114",0.001156311789836202,5890801255702034688,Gaia DR2 5890801255702034688,215.3481550168048,-59.699614644679485,314.06145535795935,1.2141658504254262,236.0494375680248,-42.53480362047195,,,,20.105656,20.22382,18.615242,0.6740746765132777,0.7392292190785654,,,,,,,226.79457,2.5269171794876977,3.2697466694058672,3.2938201,19,1,166,0,167,3,false,,,4.0527296,0.039001446,0.11816406,1.6085777,,,,false,,,,,0,1.4904137,,,,21,0.017298438,,,,112.46767368670784,44.82880560100343,2.508826,12,2.338646,171.03469118036742,1.1223122482140988,152.39493,179,0,287.5218946463266,10.921142441243203,26.32709,20,NOT_AVAILABLE,,,-0.41031206,,,,,,1541548050,,,,2015.5,0,,,,1635721458409799680,,,,10,Gaia DR1 5890801255702034688
"217.77541666666667,-60.65047222222222",4.4521759785901645E-4,5878642688616450560,Gaia DR2 5878642688616450560,217.775261287187,-60.6509108779934,314.8483539192515,-0.10586102086829859,238.09121161706634,-42.86675949586001,0.9990582778816839,-7.559439482221273,-3.876923095432791,20.236212,21.119345,19.080341,0.505039980427179,0.5550560579820468,0.7967300145633405,0.6832596243786847,1.443574538027972,,,,616.55444,1.9365365309892488,3.603489650177942,6.9335113,47,6,395,0,401,31,false,1.7674051650588642,0.11295097372508463,1.2778363,0.0458156,0.88313293,2.0390034,0.2356281,-0.27879053,-0.09591693,false,,,,,0,1.1558704,,,,49,0.12475265,1.2539483,0.08352091,-0.14469239,49.29667699640979,5.924068483380691,8.321423,31,1.5603471,151.65667522835872,0.8386453371654571,180.8353,401,0,187.3403719457117,7.0798009509840325,26.461248,43,NOT_AVAILABLE,-0.075793006,,0.12295896,,,,,,884676577,0.21978197,0.03173389,-0.8447091,2015.5,0,,,,1635721458409799680,,,,12,Gaia DR1 5878642688616450560
"218.15908333333334,-60.50127777777778",0.003380083865347636,5878463567004067328,Gaia DR2 5878463567004067328,218.15792104132146,-60.49794650383869,315.0801955752495,-0.035217419077252454,238.23374875368938,-42.648154299772095,0.5993355747693191,-5.118547426437896,-4.320138726164818,17.24915,19.535295,15.8241005,0.08306782771807752,0.09432595590874585,0.12857715661722086,0.11222623769400977,0.212267166566714,,,,988.05,0.5557350866254369,11.403061705268161,11.017973,63,4,545,0,549,31,false,1.2210187179113223,0.016309072344152457,0.19005205,1.3471879,2.2861462,3.711195,-0.018610355,0.037347447,-0.123484455,false,,,,,0,1.4250488,,,,65,0.07300184,4.661291,0.11576989,0.07575322,212.04930482528496,6.501697573849929,32.614452,55,1.6721357,2375.124071651571,1.600014107064842,1484.4395,547,0,3759.480566053503,7.179290444703329,523.6563,55,NOT_AVAILABLE,-0.08804704,,0.010036418,,,,,,1516574862,-0.015145376,-0.09892321,-0.84675884,2015.5,0,,,,1635721458409799680,,,,15,Gaia DR1 5878463567004067328
